,NAME,ZIP,TEL,TYPE,GRADE,LON,LAT,ADDRESS,YELP STAR
4012,STK,10014,6466242444,American,A,-74.0074348,40.7398485,"28 LITTLE WEST   12 STREET, New York City",3
4013,JUSTINO'S PIZZERIA,10004,2127979292,Italian,A,-74.0104852,40.7040451,"77 PEARL ST, New York City",4
4014,BELLA GIORNATA,10301,7187200400,American,,-74.076728,40.6423662,"154 STUYVESANT PLACE, New York City",2.5
4015,EISENBERG'S SANDWICH SHOP,10010,2126750276,QuickMeal,,-73.9902215,40.7411791,"174 5 AVENUE, New York City",3.5
4016,BLUESTONE LANE COFFEE,10004,6466843771,Dessert,A,-74.011544,40.706108,"30 BROAD, New York City",5
4017,WALDORF ASTORIA NYC-SIR HARRY'S,10022,2123553000,American,,-73.9736421,40.7565712,"301 PARK AVE, New York City",4
4018,CARAVAN OF DREAMS,10009,2122541613,Other,,-73.9856386,40.7264049,"405 EAST    6 STREET, New York City",3
4019,GOLDIE'S,11222,7183892348,American,,-73.9451644,40.7257164,"195 NASSAU AVE, New York City",3
4020,CAFE Y ALGO MAS,11369,7182050450,QuickMeal,,-73.8708502,40.7624907,"9813 ASTORIA BOULEVARD, New York City",2.5
4021,ARIANA KEBAB HOUSE,10019,2122622323,Other,,-73.9880642,40.7651238,"787 9 AVENUE, New York City",4
4022,EXCELENTE GIL CAFETERIA & RESTAURANT,10472,7188601349,American,A,-73.8754485,40.8295377,"1206 STRATFORD AVENUE, New York City",4.5
4023,CAFE DEL SOL,10018,2126432926,QuickMeal,,-73.9900046,40.7522897,"480 7 AVENUE, New York City",3.5
4024,ALICE'S ARBOR,11238,7183993003,American,B,-73.9584666,40.6819478,"549 CLASSON AVENUE, New York City",1.5
4025,PAYAG,11377,3479353192,Asian,B,-73.9127166,40.7438834,"5134 ROOSEVELT AVENUE, New York City",4.5
4026,Out Latin Food Philly Cheese Steak,10019,2122460867,Mexcian,A,-73.989299,40.762437,"710 9TH AVE, New York City",4
4027,TENZAN,10022,2129805900,Asian,,-73.9611583,40.7649927,"988990 2 AVENUE, New York City",2
4028,SAKA GURA,10017,2129537253,Asian,A,-73.9731567,40.7512728,"211 EAST   43 STREET, New York City",4.5
4029,SMOOCHA,10016,2129679635,American,A,-73.9851941,40.7468929,"315 5TH AVE, New York City",4.5
4030,KRUSH,10001,9178649456,American,,-73.9861836,40.7472085,"2 W 32ND ST, New York City",3.5
4031,AGRA HEIGHTS,11237,7184435700,Asian,,-73.921467,40.698017,"226 WILSON AVENUE, New York City",4.5
4032,RIVERDALE BAGELS,10471,7186014502,American,A,-73.9041601,40.9056897,"5650 RIVERDALE AVENUE, New York City",5
4033,SAPITO'S SPORTS BAR & GRILL,10461,7184096556,European,,-73.834478,40.8370992,"3168 EAST TREMONT AVENUE, New York City",2.5
4034,OAXACA GREENWICH,10011,2123664488,Mexcian,,-74.0003276,40.7357083,"48 GREENWICH AVE, New York City",3
4035,SPOLINI'S,11418,7188055852,Italian,,-73.8350265,40.7071143,"11625 METROPOLITAN AVENUE, New York City",3.5
4036,Z-ONE DINER & LOUNGE,10314,7184949100,American,B,-74.1620835,40.6042812,"1821 RICHMOND AVENUE, New York City",4
4037,BISOUX MARKET/WORLD BEAN,11369,2159970665,American,A,-73.8739659,40.7769271,"0 LAGUARDIA AIRPORT, New York City",5
4038,SPICE SYMPHONY,10016,2125457742,Asian,A,-73.981202,40.744722,"182 LEXINGTON AVENUE, New York City",5
4039,ANATOLIA MEDITERRANEAN CUISINE,10065,2122237500,European,,-73.9601641,40.7614742,"401 EAST   62 STREET, New York City",4
4040,LARB UBOL,10018,2125641822,Asian,,-73.9947786,40.7550157,"480 9TH AVE, New York City",2
4041,BON CHOVIE,11209,7188367777,Seafood,A,-73.9906003,40.7286208,"7604 3RD AVE, New York City",3
4042,TURNMILL,10016,6465246060,European,A,-73.9835928,40.7425169,"119 EAST 27 STREET, New York City",3
4043,V-NAM CAFE,10009,2127806020,Asian,A,-73.9455611,40.7820852,"1820 1 AVENUE, New York City",3
4044,CACIO E VINO,10003,2122283269,Italian,,-73.9888896,40.7263882,"80 2 AVENUE, New York City",4.5
4045,OST CAFE,10009,2124775600,Dessert,A,-73.9814504,40.7292422,"441 EAST   12 STREET, New York City",4
4046,HING YUAN KITCHEN,11418,7188460935,Chinese,,-73.827037,40.700945,"12311 JAMAICA AVENUE, New York City",2.5
4047,HAWA SMOOTHIE,10009,9176409569,Dessert,,-73.9815866,40.7306448,"422 E 14 ST, New York City",4.5
4048,CHIMU,11237,7184430787,Other,A,-73.9194013,40.7015751,"180 IRVING AVENUE, New York City",5
4049,EMPIRE CHINESE,11229,7183003083,Chinese,,-73.9445658,40.5999361,"2702 AVENUE U, New York City",3.5
4050,KAVKAZKIY DVORIK,11229,7187697003,European,,-73.9442455,40.600372,"2715 AVENUE U, New York City",2
4051,SHARMEL CATERERS,11691,7183273575,Other,,-73.7445313,40.6067375,"728 EMPIRE AVENUE, New York City",4
4052,NARGILA GRILL,10028,2125353700,Other,P,-73.9481436,40.775015,"1599 YORK AVENUE, New York City",4.5
4053,THE BEST OF NEW YORK FOOD,10005,2129521890,American,,-74.0060591,40.7064287,"150 WATER ST, New York City",5
4054,BUNGALO,11106,7182047010,American,,-73.9583754,40.8158582,"3203 BROADWAY, New York City",2.5
4055,GARLIC PIZZA BAR,10016,6465599500,Italian,,-73.9759487,40.7451798,"629 2ND AVE, New York City",3.5
4056,CHINESE MUSICIAN RESTAURANT,11222,7183835340,Chinese,,-73.9537413,40.730412,"151 GREENPOINT AVE, New York City",3.5
4057,EL BOHIO TROPICAL,10461,7184094442,American,A,-73.8438425,40.8422982,"20 WESTCHESTER SQUARE, New York City",3.5
4058,JACOB SOUL FOOD RESTAURANT,10027,2128663663,Other,A,-73.9438017,40.8101922,"373 LENOX AVENUE, New York City",5
4059,RAVEL ROOFTOP,11101,7182896101,American,B,-73.9494354,40.7537901,"808 QUEENS PLAZA SOUTH, New York City",3.5
4060,KNAPP ST PIZZA,11229,7187430537,Italian,,-73.933593,40.6000738,"2157 KNAPP STREET, New York City",2
4061,THAI MAX,10475,9179811148,Asian,Z,-73.8275005,40.8642044,"200 BAYCHESTER AVE, New York City",1
4062,ANDIAMO CAFE,10033,2125108214,European,,-73.93566,40.8462857,"1326 SAINT NICHOLAS AVENUE, New York City",3.5
4063,CAFE SFA,10022,2129404080,American,A,-73.9769745,40.758045,"611 5 AVENUE, New York City",3.5
4064,THE WEST SHORE INN RESTAURANT,10314,7186989722,American,A,-74.1867064,40.5942473,"3955 VICTORY BOULEVARD, New York City",3
4065,MANHATTAN BRICK OVEN PIZZA & GRILL,10065,2126281303,QuickMeal,A,-73.9625052,40.7668083,"1159 3RD AVE, New York City",4.5
4066,HALAL HOT FRIED CHICKEN,10462,7188292834,Chinese,,-73.8635142,40.8356014,"1401 WHITE PLAINS ROAD, New York City",2
4067,GASTRO TECA ASTORIA,11106,7187299080,Italian,,-73.9255553,40.7587443,"3302 34TH AVE, New York City",3.5
4068,CHINA STAR BUFFET,11234,7185312211,Chinese,,-73.9179689,40.626076,"2179 RALPH AVENUE, New York City",4
4069,TOKYO BAY JAPANESE RESTAURANT,10013,2124318666,Asian,,-74.0102073,40.7175677,"183 DUANE STREET, New York City",4.5
4070,GOLDEN CITY CHINESE RESTAURANT,10001,2126439232,Chinese,,-73.9968115,40.7533051,"423 9 AVENUE, New York City",1.5
4071,BACCHUS,11217,7188521572,European,,-73.907913,40.676284,"409411 ATLANTIC AVENUE, New York City",3.5
4072,CLAY,10011,2122069200,American,A,-73.9948591,40.7368588,"25 WEST   14 STREET, New York City",1.5
4073,CONNIE'S PIZZERIA,11235,7186469644,Italian,,-73.9398703,40.5903577,"3845 NOSTRAND AVENUE, New York City",4
4074,MAPI,10011,2129291041,American,,-73.9945751,40.7356175,"1 WEST   13 STREET, New York City",3.5
4075,PETER'S SINCE 1969,11249,7183882811,American,A,-73.9575289,40.7182975,"168 BEDFORD AVENUE, New York City",3
4076,TEN JIN XEING BEING RESTAURANT,11355,9173791236,Chinese,,-73.829437,40.757178,"4128 MAIN ST, New York City",5
4077,LOS AMIGOS MEXICAN RESTAURANT,11105,7187268708,Mexcian,,-73.9123338,40.7744498,"2273 31 STREET, New York City",3.5
4078,THE RUSTY KNOT,10014,2126465668,American,A,-74.0096653,40.735214,"374 WEST   11 STREET, New York City",1.5
4079,BRIDGEVIEW DINER,11209,7186809818,American,,-73.9906003,40.7286208,"9011 3RD AVE, New York City",4
4080,EMPANADAS MONUMENTAL,10027,2129331663,European,,-73.9562032,40.8138347,"1344 AMSTERDAM AVE, New York City",3
4081,THE ROCK SHOP,11215,7182305740,American,,-73.9899018,40.7344023,"249 4 AVENUE, New York City",3
4082,FLAT TOP,10027,6468207735,American,,-73.9584107,40.8100291,"1241 AMSTERDAM AVENUE, New York City",4.5
4083,TAGLIERE,11430,6464835087,QuickMeal,A,-73.7781391,40.6413111,"0 JFK INTERNATIONAL AIRPORT, New York City",4
4084,SHUYA CAFE DE RAMEN,11103,7187770430,Asian,,-73.9372134,40.8488118,"4213 BROADWAY, New York City",2
4085,JOHNNY'S FRIED CHICKEN,10452,7186810641,Chinese,,-73.9220223,40.8406933,"1350 SHAKESPEARE AVE, New York City",5
4086,HAPPY FUN HIDEAWAY,11221,9178608282,American,,-73.9316523,40.6975577,"1211 MYRTLE AVENUE, New York City",4
4087,M & W BAKERY,11220,7188516688,QuickMeal,,-73.9356831,40.8314596,"4705 8TH AVE, New York City",2
4088,SARKURA JAPAN,11432,7182629055,Asian,A,-73.7964524,40.7071467,"8902 165TH ST, New York City",1.5
4089,SUSHI ZO,10012,3109754871,Asian,A,-73.9991755,40.7298293,"88 W 3RD ST, New York City",5
4090,HOT BIALYS & BAGELS,11375,7185440900,QuickMeal,,-73.8284245,40.713345,"11663 QUEENS BOULEVARD, New York City",5
4091,DEGREZIA,10022,2127505353,Italian,A,-73.9694409,40.7554923,"231 EAST   50 STREET, New York City",4.5
4092,ILDA'S PLACE II,11373,7188987207,American,A,-73.8837646,40.7456228,"8122 BAXTER AVENUE, New York City",4.5
4093,V & T RESTAURANT,10025,2126668051,Italian,,-73.9639209,40.8033908,"1024 AMSTERDAM AVENUE, New York City",4.5
4094,ROCK BAR,10014,2126751864,American,,-74.0097134,40.7327028,"185 CHRISTOPHER STREET, New York City",1
4095,MILL BASIN BAGEL CAFE,11234,7185313630,QuickMeal,,-73.9163708,40.6194187,"6319 AVENUE N, New York City",4
4096,LEFT BANK,10014,2127271170,American,,-74.0067227,40.7351601,"117 PERRY STREET, New York City",4.5
4097,ZHANG'S GARDEN,11432,7182629888,Chinese,A,-73.7848275,40.7081372,"17525 JAMAICA AVENUE, New York City",3.5
4098,BUTCHER BAR,11103,7186068140,Other,,-73.9163555,40.7643114,"3710 30TH AVE, New York City",5
4099,TOSKANA PIZZERIA RESTAURANT,11362,7182252887,Italian,,-73.7387434,40.7677353,"24825 NORTHERN BLVD, New York City",3.5
4100,BURGOS RESTAURANT,10040,2125693939,American,,-73.9272195,40.8650036,"206 DYCKMAN STREET, New York City",5
4101,LA ISLA CAFE RESTAURANT,10002,2125984752,American,B,-73.9832271,40.7173121,"212 DELANCEY STREET, New York City",5
4102,CLOVE INDIAN RESTAURANT BAR,10031,6469186644,Asian,,-73.9507314,40.8213317,"1592 AMSTERDAM AVE, New York City",5
4103,YUMMY CHUMMY,11220,7188364968,Chinese,A,-74.0113348,40.6333829,"6301 8TH AVE, New York City",5
4104,TORIBIO RESTAURANT,11208,7182351012,European,A,-73.8781544,40.6821357,"3169 FULTON STREET, New York City",2
4105,EL PARAISO LOUNGE,10302,9175007865,Mexcian,,-74.1354379,40.635531,"236 PORT RICHMOND AVENUE, New York City",5
4106,W NEW YORK BANQUET KITCHEN AND CAFETERIA,10022,2127551200,American,A,-73.9722118,40.7561148,"541 LEXINGTON AVENUE, New York City",2.5
4107,BLIND BARBER,11211,7185992435,American,,-73.9489656,40.7125274,"524 LORIMER ST, New York City",3.5
4108,PIO-PIO,11372,7184264900,American,A,-73.8831954,40.7555377,"8402 NORTHERN BOULEVARD, New York City",1.5
4109,GIOVANNI'S RESTAURANT,10461,7188924340,Italian,,-73.8299137,40.8519347,"3209 WESTCHESTER AVENUE, New York City",3.5
4110,OASIS WILLIAMSBURG,11211,7182187607,Asian,,-73.9573856,40.7177531,"161 NORTH 7 STREET, New York City",4
4111,THE SHANTY,11211,7188783579,American,,-73.9487971,40.7186103,"79 RICHARDSON STREET, New York City",5
4112,MEL'S BURGER BAR,10025,2128657100,QuickMeal,,-73.9660226,40.8044401,"2850 BROADWAY, New York City",2
4113,REGINA'S CAFE & PIZZERIA,11366,7185915727,Italian,A,-73.7915163,40.7261806,"17649 UNION TURNPIKE, New York City",4.5
4114,BERGEN HILL,10003,2122602182,American,A,-73.9912144,40.729593,"26 ASTOR PLACE, New York City",5
4115,GARRETT POPCORN SHOPS,10001,2122900044,American,,-73.9912819,40.750925,"242 WEST   34 STREET, New York City",5
4116,LUCKY STAR KITCHEN,11102,7187772200,Chinese,,-73.9321525,40.7727082,"809 ASTORIA BLVD, New York City",5
4117,YOGURTBERRY,11372,7183007000,Dessert,,-73.8840465,40.7474384,"8120 ROOSEVELT AVE, New York City",5
4118,JOHN'S DINER,10472,7189319402,American,A,-73.8668231,40.8314649,"1786 WESTCHESTER AVENUE, New York City",5
4119,TANAKA,10022,2123086976,Asian,A,-73.9695188,40.7558584,"222 EAST   51 STREET, New York City",2.5
4120,NEW LIN'S GARDEN,11212,7183631188,Chinese,B,-73.92658,40.6629054,"1001 RUTLAND ROAD, New York City",1.5
4121,LINDA'S PIZZA,10470,7183247388,Italian,A,-73.8674426,40.8999482,"4336 KATONAH AVENUE, New York City",4.5
4122,BERBICE BAR  AND  RESTAURANT,11432,7182976100,Mexcian,,-73.786392,40.707695,"17306 JAMAICA AVE, New York City",4.5
4123,JOE: THE ART OF COFFEE,10011,2122060669,Dessert,,-74.0015324,40.7468114,"405 WEST   23 STREET, New York City",5
4124,WOODROW DINER,10309,7186054031,American,A,-74.2065845,40.542892,"655 ROSSVILLE AVENUE, New York City",4.5
4125,BAB ALHARA,11209,7187454440,European,A,-73.9495674,40.7769536,"376 86 STREET, New York City",3.5
4126,TACOS CALIFORNIA RESTAURANT,11220,7184391661,Mexcian,,-73.9635974,40.7771822,"4616 5TH AVE, New York City",4.5
4127,CHELSEA SQUARE RESTAURANT,10011,2126915400,American,,-74.0012688,40.7462007,"368 WEST   23 STREET, New York City",1
4128,Lao Jie Special Soup Buns,11354,7188862822,Chinese,,-73.8298336,40.7607693,"13620 38TH AVE, New York City",5
4129,COCO,10002,2124771361,Dessert,B,-73.9860442,40.7181468,"156 DELANCEY ST, New York City",2
4130,SIMONE'S JAMAICAN CUISINE,11203,7185766523,Mexcian,,-73.9301704,40.6564859,"846 CLARKSON AVENUE, New York City",3.5
4131,LINCOLN TECH CAFETERIA,11357,7186403400,American,,-73.8287645,40.7840502,"1530 PETRACCA PLACE, New York City",3.5
4132,SILVER SPOON DINER,11373,7183933000,American,,-73.8653887,40.7358047,"5821 JUNCTION BLVD, New York City",3.5
4133,CONEY'S CONES,11224,7183735862,Dessert,B,-73.9784855,40.5733292,"1023 BOARDWALK W, New York City",4.5
4134,LA TAVERNA,11222,7183830732,Italian,A,-73.9537213,40.8092891,"946 MANHATTAN AVENUE, New York City",4.5
4135,WAKAMATSU JAPANESE RESTAURANT,11378,7188986800,Asian,A,-73.8923115,40.727516,"7018 GRAND AVE, New York City",4.5
4136,FRESHARK JUICE BAR & GRILL,10022,6466785013,QuickMeal,Not Yet Graded,-73.9663274,40.75742,"1026 2ND AVE, New York City",3.5
4137,FONTANA'S PASTA AND HEROS,11234,7184444300,Italian,A,-73.917033,40.6205362,"2359 RALPH AVENUE, New York City",2.5
4138,BEL-AIRE DINER,11106,7187213160,American,,-73.9312801,40.7652923,"3191 21 STREET, New York City",1
4139,CHINA SUN,11208,7186472322,Chinese,B,-73.8807112,40.6769664,"787 LIBERTY AVENUE, New York City",3.5
4140,BAYSIDE MARINA SNACK BAR,11360,7182290097,American,A,-73.7949729,40.7858767,"2805 CROSS ISLAND PARKWAY, New York City",3.5
4141,TOMMY HILFIGER,10001,2125496444,American,A,-74.0064204,40.7515355,"601 WEST   26 STREET, New York City",2.5
4142,PIZZA,10456,7184102000,QuickMeal,,-73.9152312,40.8339116,"231 EAST  167 STREET, New York City",3
4143,THE ROSEMONT,11206,3476787262,QuickMeal,B,-73.947452,40.7071619,"63 MONTROSE AVE, New York City",4
4144,MARSHALL STACK,10002,2122284667,American,,-73.9867535,40.7196024,"6668 RIVINGTON STREET, New York City",2
4145,LA LECHONERA RESTAURANT,11207,7182726038,European,A,-73.8836148,40.6661456,"747 NEW LOTS AVE, New York City",5
4146,BROOKLYN ICE HOUSE,11231,7182221865,American,A,-74.0110733,40.6791664,"318 VAN BRUNT STREET, New York City",4
4147,GLENDALE BAKESHOP & CAFE,11378,7184572006,QuickMeal,,-73.8947554,40.7265377,"6925 GRAND AVENUE, New York City",2.5
4148,BARBARESCO,10065,2125172288,Italian,A,-73.9655575,40.7653867,"843 LEXINGTON AVENUE, New York City",4.5
4149,NEW SHAMA RESTAURANT,11235,7183681721,Other,,-73.9617151,40.5813487,"232 NEPTUNE AVENUE, New York City",3
4150,MI LINDO SAN MIGUELITO,10463,3479454330,Mexcian,,-73.9067391,40.8800922,"257 W 231ST ST, New York City",5
4151,ROCKY'S PIZZERIA & RESTAURANT II,10016,2126834151,Italian,A,-73.9764532,40.7443999,"607 2 AVENUE, New York City",4.5
4152,SURF & TURF RESTAURANT,11229,7187434043,American,,-73.9405871,40.6003791,"2954 AVENUE U, New York City",4.5
4153,CIPRIANI DOWNTOWN RESTAURANT,10012,2123430999,Italian,A,-74.002999,40.7235635,"376 WEST BROADWAY, New York City",4
4154,NOI DUE,10023,2127122222,Other,A,-73.9815884,40.7762832,"143 WEST   69 STREET, New York City",2.5
4155,ALCALA RESTAURANT,10017,2123701866,European,,-73.9718299,40.7511145,"246 EAST   44 STREET, New York City",4
4156,THE RICHARDSON,11222,7183890839,American,A,-73.9453515,40.7188899,"451 GRAHAM AVENUE, New York City",5
4157,EASTWOOD MANOR,10469,7186544200,American,A,-73.8462759,40.8760906,"3371 EASTCHESTER ROAD, New York City",4.5
4158,ECUADORIAN RESTAURANT II,11106,3475071286,American,,-73.927222,40.755181,"3406 36 AVENUE, New York City",5
4159,GHANG THAI KITCHEN,11201,7188751369,Asian,,-73.9938877,40.6861227,"229 COURT STREET, New York City",4.5
4160,FRANKLIN PARK/DUTCH BOY BURGER,11238,7182300293,American,A,-73.9578068,40.6722904,"618 ST JOHNS PLACE, New York City",3
4161,THE NARROWS,11237,9176588941,American,A,-73.9308226,40.7040943,"1037 FLUSHING AVENUE, New York City",3.5
4162,LECHONERA EL SAZON CRIOLLO,10473,3478109018,American,A,-73.8481381,40.8210022,"682A CASTLE HILL AVENUE, New York City",4.5
4163,TROPICAL SPANISH RESTAURANT,10032,2124914300,American,A,-73.9455421,40.8340361,"3771 BROADWAY, New York City",3.5
4164,CITADELLE BAR AND RESTAURANT,11236,7189750176,Mexcian,,-73.8976176,40.6369454,"9320 AVENUE L, New York City",4.5
4165,CAVATAPPO GRILL,10128,2129879260,Italian,,-73.9478306,40.778485,"1712 FIRST AVENUE, New York City",3
4166,AIRSPACE LOUNGE,11430,7182440602,American,,-73.7781391,40.6413111,"0 JFK INTERNATIONAL AIRPORT, New York City",3
4167,PYRAMIDS HOOKAH AND BAR,11426,7187466524,American,,-73.7707841,40.7637589,"40-19 BELL BOULEVARD, New York City",4
4168,HUNGRY BURRITO,11222,7183871006,Mexcian,,-73.9382599,40.7216744,"510 MORGAN AVENUE, New York City",4.5
4169,PANINI & CO,10006,2127323110,QuickMeal,,-74.0114326,40.708882,"115 BROADWAY, New York City",4
4170,METRO BURGER,11369,6462285435,American,,-73.8739659,40.7769271,"0 LAGUARDIA AIRPORT, New York City",2
4171,CENT'ANNI,11238,7189425201,Italian,,-73.9573528,40.6731004,"742 FRANKLIN AVE, New York City",4.5
4172,EL MOLCAJETE RESTAURANT.,10472,9176881433,European,A,-73.8796268,40.8284305,"1506 WESTCHESTER AVE, New York City",3.5
4173,PP BOY JAPAN,11432,7185232726,Asian,A,-73.799165,40.7047762,"9022 161 STREET, New York City",5
4174,652 LIN'S GARDEN,11385,7183662388,Chinese,A,-73.9091881,40.7034784,"652 SENECA AVENUE, New York City",4
4175,TROPICAL JADE GARDEN RESTAURANT,11419,7186414168,Chinese,,-73.8334953,40.684042,"10801 LIBERTY AVENUE, New York City",5
4176,NEALTICAN DELI ANTOJITOS MEXICANOS,11237,7184174305,Mexcian,A,-73.9237165,40.7080236,"1225 FLUSHING AVENUE, New York City",4.5
4177,CLEOPATRA'S NEEDLE,10025,2127696969,Asian,A,-73.9732585,40.7922925,"2483 BROADWAY, New York City",4.5
4178,BLUTOS PUB,11358,7184602526,American,,-73.8043385,40.7562234,"4503 162 STREET, New York City",4
4179,SANREMO PIZZA,11385,7184971903,QuickMeal,A,-73.9060843,40.7003507,"5601 MYRTLE AVENUE, New York City",4.5
4180,HEART OF INDIA,10003,2125980746,Asian,,-73.9894929,40.7266389,"77 2 AVENUE, New York City",4
4181,SAN FENG RESTAURANT,11355,7188869668,Chinese,,-73.8226404,40.7577505,"4171 BOWNE ST, New York City",3
4182,APPLEBEE'S,11235,7187694889,American,,-73.9433109,40.583973,"2505 EMMONS AVENUE, New York City",3.5
4183,DOUBLE DUTCH ESPRESSO,10026,9179519215,Dessert,,-73.9539875,40.8058563,"2194 FREDRICK DOUGLAS BLVD, New York City",4
4184,BUTTER & SCOTCH,11225,3473508899,QuickMeal,,-73.9585558,40.6700128,"818 FRANKLIN AVE, New York City",3
4185,EFFYS CAFE,10025,2122806200,European,,-73.9682366,40.7928674,"104 W 96TH ST, New York City",4.5
4186,MANGO'S RESTAURANT & CATERING,10466,3479453140,Mexcian,,-73.859569,40.889427,"4030 WHITE PLAINS ROAD, New York City",4
4187,TOWERS RESTAURANT AND CATERING,11005,7188198228,Other,,-73.7174903,40.7590608,"27248 GRAND CENTRAL PKWY, New York City",2.5
4188,THE GREEK KITCHEN  CLINTON BAKERY CAFE,10019,2125814300,European,,-73.9885192,40.7698117,"889 10 AVENUE, New York City",3
4189,MACUMBA BAR & RESTAURANT,11423,7182641960,American,,-73.774872,40.7096779,"18435 JAMAICA AVENUE, New York City",4.5
4190,SHINY HOUSE RESTAURANT,11428,7184644248,Chinese,,-73.7432856,40.7167044,"21417 JAMAICA AVENUE, New York City",4.5
4191,NEW THRIVING RESTAURANT OF GUYANA,11417,7188350890,Chinese,,-73.8343637,40.6831604,"10702 LIBERTY AVENUE, New York City",4
4192,BUONA PIZZA RESTAURANT,11691,7184717171,QuickMeal,A,-73.7659962,40.5979135,"3213 BEACH CHANNEL DR, New York City",4
4193,UNDERLINE COFFEE,10011,3473314677,Dessert,,-74.0060893,40.7463267,"511 W. 20TH STREET, New York City",4
4194,PASTICCERIA ROCCO,11209,7187452590,Dessert,A,-74.0310275,40.6166716,"9402 4TH AVE, New York City",5
4195,CANAAN BAKERY,11354,7183596124,QuickMeal,A,-73.8262533,40.7595661,"4030 UNION STREET, New York City",2.5
4196,LETY BAKERY,11372,7185076539,QuickMeal,A,-73.8886269,40.7494196,"7707 37 AVENUE, New York City",2.5
4197,DEMARCHELIER RESTAURANT,10028,2122496300,European,B,-73.9586967,40.7805119,"50 EAST   86 STREET, New York City",3.5
4198,JULES BISTRO,10003,2124775560,European,,-73.9860752,40.728169,"65 ST MARKS PLACE, New York City",2
4199,TASTY FRIED CHICKEN,11419,3474945436,American,,-73.812084,40.691832,"13419 LIBERTY AVE, New York City",3.5
4200,D'ANTIGUA RESTAURANT,11372,7187790128,American,,-73.8828671,40.7555714,"8416 NORTHERN BOULEVARD, New York City",5
4201,TABLE 87,11201,7187979300,Italian,,-73.8417174,40.6905409,"87 ATLANTIC AVENUE, New York City",4
4202,FREDDY'S PIZZA,11357,7187674502,QuickMeal,,-73.9496776,40.8302655,"1266 150TH ST, New York City",4.5
4203,EL POLLO INKA PERU II,11375,7182752828,Other,B,-73.8365555,40.7176544,"11220 QUEENS BOULEVARD, New York City",4
4204,NU SUSHI,10004,2123631668,Asian,A,-74.0103388,40.7036995,"76 PEARL STREET, New York City",3
4205,KENNEDY'S CHICKEN & SANDWICHS,10459,3472705804,Chinese,,-73.8912578,40.8212393,"1039 EAST 163 STREET, New York City",2
4206,CAFE DEL MONDO,10314,7184942233,Italian,A,-74.1477105,40.6095401,"2530 VICTORY BOULEVARD, New York City",3
4207,CLAYPOT NOODLE SHOP,11220,7186860688,Chinese,,-74.0084471,40.6432572,"5017 6TH AVE, New York City",4.5
4208,E-CHIBAN SUSHI JAPANESE RESTAURANT,11385,7183868333,Asian,A,-73.8972109,40.70754,"6647 FRESH POND ROAD, New York City",3.5
4209,GIVERS AND TAKERS,11215,9176271984,American,,-73.983746,40.7385466,"286 3RD AVE, New York City",4.5
4210,BILLY'S PIZZA & PASTA,10310,7184484848,Italian,,-74.1108052,40.6349044,"853 CASTLETON AVE, New York City",2.5
4211,MUSCLE MAKER GRILL,10465,7188226991,American,A,-73.8171008,40.8194989,"4041 EAST TREMONT AVENUE, New York City",2
4212,BY THE WATER PIU DI PRIMA RISTORANTE,11356,7183211526,Italian,,-73.8478859,40.7818151,"1848 120 STREET, New York City",4.5
4213,CARIBBEAN STYLE BAKERY AND RESTAURANT,11419,7187380181,Mexcian,C,-73.832516,40.684436,"10903 LIBERTY AVE, New York City",4.5
4214,SUSHI & NOODLES,11237,7183662825,Asian,,-73.9257701,40.7034201,"274 TROUTMAN ST, New York City",2.5
4215,EL COYOTE BAR,11368,7182711040,American,A,-73.8680431,40.7444983,"4502 JUNCTION BOULEVARD, New York City",2.5
4216,BAMONTE'S RESTAURANT,11211,7183848831,Italian,,-73.9511723,40.7165698,"32 WITHERS ST, New York City",4
4217,CELESTE,10024,2128744559,Italian,,-73.9760984,40.7866952,"502 AMSTERDAM AVENUE, New York City",3.5
4218,TIBETAN DUMPLING CAFE,11377,3475071555,Asian,A,-73.9156254,40.7424795,"4908 QUEENS BLVD, New York City",2.5
4219,PIECES,10014,2129299291,American,A,-74.0000803,40.7338649,"8 CHRISTOPHER STREET, New York City",5
4220,HARLEM KARIBE TAKE OUT,10027,2122835335,Mexcian,A,-73.9456163,40.8133004,"2234 ADAM CLAYTON POWEL JR BLVD, New York City",3
4221,THE JAKE WALK,11231,3475990294,American,A,-73.9937397,40.6822422,"282 SMITH STREET, New York City",4
4222,FAMOUS ANTHONY'S PIZZA,10452,7189929298,Italian,,-73.92732,40.8375555,"171 WEST  167 STREET, New York City",3.5
4223,OLGA'S RESTAURANT,10452,7185385181,American,A,-73.9186821,40.838522,"1324 JEROME AVENUE, New York City",4.5
4224,CAFE/ 911 MUSEUM,10007,2123128800,Dessert,,-74.0124786,40.7114147,"180 GREENWICH ST, New York City",3.5
4225,DEL CORSO PIZZERIA,11209,7184911219,Italian,B,-73.9906003,40.7286208,"7022 3 AVENUE, New York City",3.5
4226,NEW LUCKY GARDEN,10301,7182733228,Chinese,A,-73.9721671,40.6876421,"143 LAFAYETTE AVE, New York City",3.5
4227,GORDON BENNETT,11249,7185999109,American,,-73.9641669,40.7107879,"109 SOUTH    6 STREET, New York City",4
4228,BISTRO CHAT NOIR,10065,2127942428,European,A,-73.9687753,40.7679531,"22 EAST   66 STREET, New York City",3.5
4229,EMPIRE SZECHUAN,10302,7189810111,Chinese,,-74.139693,40.6243956,"1537 FOREST AVENUE, New York City",3
