"","NAME","BORO","ZIP","TEL","TYPE","GRADE","LON","LAT","ADDRESS"
"6213","JAMES RESTAURANT","BROOKLYN",11238,"7189424255","American","",-73.9714922,40.6790396,"605 CARLTON AVENUE, New York City"
"6214","CANAL BAR","BROOKLYN",11215,"7182460011","American","",-73.9838855,40.7378351,"270 3 AVENUE, New York City"
"6215","GRAB & GO","MANHATTAN",10035,"2128607777","QuickMeal","",-73.940824,40.80895,"2096 5TH AVE, New York City"
"6216","TASTE GOOD RESTAURANT","MANHATTAN",10010,"2127413223","Chinese","B",-73.99011,40.743278,"18 WEST 25TH STREET, New York City"
"6217","WOL HOE BONG","QUEENS",11358,"7183583333","Asian","",-73.8032173,40.7623033,"16210 CROCHERON AVE, New York City"
"6218","JOHNNY'S CAFE","QUEENS",11378,"3474029900","European","",-73.901256,40.7160534,"6039 FRESH POND ROAD, New York City"
"6219","CANTINA ROYAL","BROOKLYN",11249,"3477632938","Mexcian","",-73.9635158,40.7174931,"58 NORTH    3 STREET, New York City"
"6220","FAY DA BAKERY","MANHATTAN",10013,"2129668934","QuickMeal","",-73.9997895,40.7186898,"191 CENTRE STREET, New York City"
"6221","Halsey's Tavern/Mom's Kitchen & Bar","QUEENS",11102,"7182672735","American","A",-73.9215625,40.7637139,"3095 33RD ST, New York City"
"6222","SHANNON POT","QUEENS",11101,"7187866992","American","A",-73.9451448,40.7479311,"2159 44TH DR, New York City"
"6223","WHISKEY TOWN","MANHATTAN",10003,"2125057344","American","",-73.9902131,40.7258509,"29 EAST    3 STREET, New York City"
"6224","MINAR INDIAN RESTAURANT","MANHATTAN",10001,"2126842199","Asian","A",-73.9864094,40.7469611,"5 WEST   31 STREET, New York City"
"6225","EXTRA FANCY","BROOKLYN",11211,"3474220939","American","A",-73.9579702,40.7143892,"302 METROPOLITAN AVE, New York City"
"6226","LEMONGRASS GRILL","BROOKLYN",11201,"7185229728","Asian","A",-73.9931086,40.6886718,"156 COURT STREET, New York City"
"6227","CARIBBEAN COFFEE SHOP","BROOKLYN",11207,"7189752301","Mexcian","A",-73.888917,40.6573937,"527 STANLEY AVE, New York City"
"6228","BO'S KITCHEN & BAR ROOM","MANHATTAN",10010,"2122342373","American","",-73.9903152,40.7425327,"6 WEST 24 STREET, New York City"
"6229","WASHINGTON SQUARE CAFE","MANHATTAN",10011,"2122541200","American","A",-73.9986893,40.7325032,"103 WAVERLY PLACE, New York City"
"6230","TODD ENGLISH FOOD HALL","MANHATTAN",10019,"2129869260","Italian","",-73.9743547,40.7646095,"768 5TH AVE, New York City"
"6231","STARBUCKS COFFEE","BROOKLYN",11217,"7187893418","Dessert","A",-73.9769192,40.6845887,"139 FLATBUSH AVENUE, New York City"
"6232","DOMINO'S","QUEENS",11435,"7187393334","QuickMeal","",-73.8172454,40.7076294,"13857 QUEENS BOULEVARD, New York City"
"6233","K LOVE Q CHINESE RESTAURANT","BRONX",10461,"7188230262","Chinese","",-73.8322985,40.8465981,"1759 CROSBY AVENUE, New York City"
"6234","JUDY'S SPANISH RESTUARANT","MANHATTAN",10029,"2128310193","European","",-73.9500894,40.7866094,"1505 LEXINGTON AVE, New York City"
"6235","EL CERRITO DEL CARMEN RESTAURANT","BROOKLYN",11223,"7183397907","American","",-73.9726143,40.603285,"2024 MCDONALD AVENUE, New York City"
"6236","BED-STUY FISH FRY","BROOKLYN",11201,"3473350777","American","B",-73.9863076,40.6892394,"193 SCHERMERHORN STREET, New York City"
"6237","LIGHTHOUSE FISHMARKET","MANHATTAN",10027,"2123808325","American","",-73.948542,40.814343,"2451 FREDERICK DOUGLASS BLVD, New York City"
"6238","SARABETH'S KITCHEN","MANHATTAN",10128,"2124107335","American","B",-73.9556092,40.784769,"1295 MADISON AVENUE, New York City"
"6239","STARBUCKS","MANHATTAN",10128,"2125347225","Dessert","A",-73.9544765,40.7871231,"1378 MADISON AVENUE, New York City"
"6240","THE MANCHESTER DINER","MANHATTAN",10025,"2126657712","American","A",-73.9670091,40.8029095,"2800 BROADWAY, New York City"
"6241","VIVOLO","MANHATTAN",10021,"2127373533","Italian","A",-73.9574092,40.77012,"138140 EAST   74 STREET, New York City"
"6242","AANGAN","MANHATTAN",10025,"2122804100","Asian","",-73.9687851,40.7993945,"2701 BROADWAY, New York City"
"6243","LA ISLA CAFE RESTAURANT","MANHATTAN",10002,"2125984752","American","C",-73.9832271,40.7173121,"212 DELANCEY STREET, New York City"
"6244","AMAZE","MANHATTAN",10022,"2126888808","Asian","Z",-73.9620114,40.758918,"401 EAST 58 STREET, New York City"
"6245","LA BRISA DEL CIBAO","QUEENS",11368,"7182054941","American","",-73.863099,40.75122,"3779 103 STREET, New York City"
"6246","EDDIE JR'S SPORT LOUNGE","BROOKLYN",11211,"7183848671","American","",-73.9556943,40.7129661,"40 MARCY AVENUE, New York City"
"6247","GINO'S PIZZA","BROOKLYN",11217,"7182303932","QuickMeal","",-73.9755123,40.681021,"218 FLATBUSH AVENUE, New York City"
"6248","HERO SHOP","BROOKLYN",11230,"7183385472","American","",-73.975836,40.6237803,"1211 MCDONALD AVE, New York City"
"6249","EAST PACIFIC","STATEN ISLAND",10314,"7183702225","Asian","",-74.1660553,40.5823983,"2655 RICHMOND AVENUE, New York City"
"6250","TIMESCARE ARTS CENTER THEATRE","MANHATTAN",10036,"2125867829","American","B",-73.9897369,40.7578802,"300 WEST   43 STREET, New York City"
"6251","PIATSA SOUVLAKI GREEK GRILL","QUEENS",11103,"7183219375","European","",-73.9173917,40.76477,"3602 30TH AVE, New York City"
"6252","ORIGINAL RAY'S PIZZA","MANHATTAN",10065,"2122238117","QuickMeal","A",-73.9664196,40.7642758,"811 LEXINGTON AVENUE, New York City"
"6253","MERILU PIZZA AL METRO","MANHATTAN",10019,"2125415012","QuickMeal","",-73.9880256,40.7652619,"791 9TH AVE, New York City"
"6254","CHIPOTLE MEXICAN GRILL","MANHATTAN",10014,"9172436043","Mexcian","",-73.9999501,40.7335998,"405 6 AVENUE, New York City"
"6255","JUMBO CHINESE KITCHEN","QUEENS",11418,"7184415946","Chinese","",-73.8354163,40.6977699,"11304 JAMAICA AVENUE, New York City"
"6256","PASQUALE RIGOLETTO RESTAURANT","BRONX",10458,"7183656644","Italian","B",-73.8892456,40.8538646,"2311 ARTHUR AVENUE, New York City"
"6257","GA HWA KOREAN RESTAURANT","QUEENS",11358,"7188887734","Asian","A",-73.7916428,40.7575778,"18908 NORTHERN BOULEVARD, New York City"
"6258","GOOD FRIEND CHINESE RESTAURANT","BROOKLYN",11216,"7188575364","Chinese","",-73.9451786,40.6887761,"270A TOMPKINS AVENUE, New York City"
"6259","EMPANADAS MONUMENTAL","BRONX",10453,"3477264990","European","",-73.9121209,40.8544573,"1971 UNIVERSITY AVE, New York City"
"6260","NARUTO RAMEN","MANHATTAN",10025,"2122220229","Asian","Z",-73.9696866,40.7969585,"2634 BROADWAY, New York City"
"6261","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","BROOKLYN",11225,"7182821437","Mexcian","",-73.9608682,40.6597955,"568 FLATBUSH AVENUE, New York City"
"6262","FOUR SEASONS JAMAICAN RESTAURANT & BAKERY","BROOKLYN",11225,"7183630880","Mexcian","A",-73.9509747,40.6674452,"896 NOSTRAND AVENUE, New York City"
"6263","JAMAICA FISH MARKET","QUEENS",11418,"7185234228","Seafood","A",-73.8169221,40.7022406,"8802 VAN WYCK EXPRESSWAY, New York City"
"6264","SMILE TO GO","MANHATTAN",10013,"6468633893","American","A",-74.0001862,40.7195836,"22 HOWARD STREET, New York City"
"6265","TWO HANDS","MANHATTAN",10013,"9174751815","American","",-73.9959874,40.7196915,"164 MOTT ST, New York City"
"6266","WENZHOU NOODLE RESTAURANT","QUEENS",11355,"7183580058","Chinese","",-73.8338605,40.7558122,"4112 COLLEGE POINT BLVD, New York City"
"6267","WOODSIDE CAFE","QUEENS",11377,"7188993499","American","",-73.9042142,40.7450443,"6006 WOODSIDE AVENUE, New York City"
"6268","TOLMAS","QUEENS",11367,"7183806666","Other","",-73.8203553,40.7195631,"7763 VLEIGH PLACE, New York City"
"6269","THE BROTHERS CAFE","QUEENS",11104,"7183615556","American","",-73.9241807,40.7457232,"3949 43 AVENUE, New York City"
"6270","SUBWAY","STATEN ISLAND",10302,"7187276222","QuickMeal","",-74.1453526,40.6252168,"786 PORT RICHMOND AVENUE, New York City"
"6271","MESS HALL","MANHATTAN",10026,"6466923098","American","A",-73.9539875,40.8058563,"2194 FRDRCK DGLS BLVD, New York City"
"6272","EL REY DE COPAS RESTAURANT & BAR","BRONX",10467,"7186554100","Mexcian","A",-73.866978,40.865969,"2712 WHITE PLAINS ROAD, New York City"
"6273","TOP HOT BAGELS & GRILL","QUEENS",11361,"7182299090","American","A",-73.7713176,40.7637438,"4018 BELL BOULEVARD, New York City"
"6274","BLACK MARKET","MANHATTAN",10009,"2126149798","American","",-73.9834851,40.7258393,"110 AVENUE A, New York City"
"6275","BIG BOOTY BREAD","MANHATTAN",10011,"2124143056","QuickMeal","",-73.9975368,40.7451707,"261 WEST   23 STREET, New York City"
"6276","MCDONALD'S","BRONX",10461,"7184091670","QuickMeal","",-73.8465637,40.8444791,"1515 WILLIAMSBRIDGE ROAD, New York City"
"6277","TEE DEE'S TAVERN","QUEENS",11385,"7188218229","European","",-73.8910462,40.6983576,"6431 COOPER AVENUE, New York City"
"6278","REFRESH CAFE","MANHATTAN",10036,"2128466290","Dessert","A",-73.9866898,40.7578505,"1515 BROADWAY, New York City"
"6279","BROOKLYN BITES","BROOKLYN",11225,"7185766464","QuickMeal","",-73.950514,40.667032,"867 NOSTRAND AVE, New York City"
"6280","CHECKERS","BROOKLYN",11216,"3474516994","QuickMeal","",-73.9494823,40.6806471,"491 NOSTRAND AVE, New York City"
"6281","MURASAKI SUSHI","QUEENS",11101,"7184827088","Asian","A",-73.953412,40.745713,"4644 VERNON BLVD, New York City"
"6282","KOITO JAPANESE RESTAURANT","MANHATTAN",10128,"2124261216","Asian","",-73.947887,40.781805,"310 EAST   93 STREET, New York City"
"6283","MAISON MAY","BROOKLYN",11205,"7187892778","European","A",-73.9692611,40.6891782,"270 VANDERBILT AVE, New York City"
"6284","QDOBA MEXICAN GRILL","QUEENS",11430,"7189950838","Mexcian","",-73.7781391,40.6413111,"NKA JFK INTERNATIONAL AIRPORT, New York City"
"6285","KENNEDY FRIED CHICKEN","MANHATTAN",10027,"2122807500","American","A",-73.949019,40.8074114,"2057 ADAM CLAYTON POWELL JR BLVD, New York City"
"6286","CAFE ALICE","MANHATTAN",10017,"2128886969","QuickMeal","",-73.9777629,40.7565619,"5 EAST   47 STREET, New York City"
"6288","MCDONALD'S","BRONX",10461,"7182398660","QuickMeal","",-73.844652,40.849275,"1820 EASTCHESTER ROAD, New York City"
"6289","GENEROSO BAKERY","BROOKLYN",11220,"7184920895","QuickMeal","",-73.962986,40.778016,"5812 5 AVENUE, New York City"
"6290","MADISON DELI","MANHATTAN",10017,"2123086140","American","",-73.9765189,40.7570148,"420 MADISON AVENUE, New York City"
"6291","ACQUA SANTA","BROOKLYN",11211,"7183849695","Italian","A",-73.9567138,40.717028,"556 DRIGGS AVENUE, New York City"
"6292","LIFFY II BAR","MANHATTAN",10034,"2125447669","European","",-73.9171955,40.8694173,"5009 BROADWAY, New York City"
"6293","SUB CONSCIOUS","MANHATTAN",10027,"2128642720","QuickMeal","",-73.9591987,40.8089695,"1213 AMSTERDAM AVE, New York City"
"6294","GRAND SICHUAN","MANHATTAN",10014,"2126450222","Chinese","B",-74.0045746,40.7300993,"15 7 AVENUE SOUTH, New York City"
"6295","FRUCES","MANHATTAN",10031,"6468843016","Dessert","",-73.9531219,40.818237,"1496 AMSTERDAM AVE, New York City"
"6296","SAKA GURA","MANHATTAN",10017,"2129537253","Asian","",-73.9731567,40.7512728,"211 EAST   43 STREET, New York City"
"6297","COWGIRL HALL OF FAME","MANHATTAN",10014,"2126331133","Mexcian","A",-74.006606,40.733932,"519 HUDSON STREET, New York City"
"6298","MAZ MEZCAL","MANHATTAN",10028,"2124721599","Mexcian","A",-73.9510242,40.7773015,"316 EAST   86 STREET, New York City"
"6299","RAJDHANI INDIAN RESTUARANT","QUEENS",11427,"7184649100","Asian","",-73.7590713,40.7213117,"20608 HILLSIDE AVENUE, New York City"
"6300","VAN LEEUWEN ARTISAN ICE CREAM","MANHATTAN",10003,"7187150758","Dessert","",-73.9876914,40.7276926,"48 1/2 EAST    7 STREET, New York City"
"6301","BROOKLYN BAGEL & COFFEE COMPANY","QUEENS",11103,"7187771121","QuickMeal","",-73.917032,40.76457,"3614 30 AVENUE, New York City"
"6302","STARBUCKS","QUEENS",11430,"7184255680","Dessert","A",-73.7781391,40.6413111,"NKA JFK INTERNATIONAL AIRPORT, New York City"
"6303","FUNNY BBQ","MANHATTAN",10013,"2129650076","Chinese","A",-73.9955181,40.7177282,"98 BOWERY, New York City"
"6304","POPEYES LOUISIANA KITCHEN","BROOKLYN",11237,"7183819681","Chinese","",-73.9170608,40.6990867,"1465 MYRTLE AVENUE, New York City"
"6305","Malt and Mold","MANHATTAN",10010,"6462380272","Other","A",-73.9815284,40.7366753,"362 2ND AVE, New York City"
"6306","JR RESTAURANT AT JAMAICIA","QUEENS",11354,"7188860083","Chinese","",-73.8275462,40.7603881,"13675 ROOSEVELT AVENUE, New York City"
"6307","PAPA JOHN'S","BROOKLYN",11212,"7188047272","QuickMeal","",-73.9225767,40.6651095,"8 SUTTER AVE, New York City"
"6308","TRIPP & COOPER CAFE","BROOKLYN",11201,"7185963070","Dessert","B",-73.9799442,40.6896579,"80 DEKALB AVENUE, New York City"
"6309","CORNER CAFE AND BAKERY","MANHATTAN",10128,"2128608060","American","A",-73.9506841,40.7828262,"1645-1651 THIRD AVENUE, New York City"
"6310","CHASE TASTE BUFFET","QUEENS",11435,"7185588666","Chinese","B",-73.804928,40.70221,"14921 JAMAICA AVE, New York City"
"6311","SUBWAY","BROOKLYN",11215,"7183693663","QuickMeal","",-73.9827159,40.7509936,"423 5TH AVE, New York City"
"6312","TRUE TASTE RESTAURANT","BROOKLYN",11216,"7184535205","Chinese","A",-73.9407939,40.6831965,"553 THROOP AVENUE, New York City"
"6313","KALINA RESTAURANT","BROOKLYN",11221,"7189191111","European","A",-73.9862964,40.7561202,"1476 BROADWAY, New York City"
"6314","SONS OF ESSEX","MANHATTAN",10002,"2126747100","American","",-73.9876489,40.7202394,"133 ESSEX STREET, New York City"
"6315","CHEN WON DIM SUM & BAKERY","BROOKLYN",11214,"7182652888","Chinese","A",-73.9875898,40.5978873,"2480 86 STREET, New York City"
"6316","RIPPERS","QUEENS",11693,"9253303546","American","",-73.8133649,40.5843026,"8601 SHORE FRONT PKWY, New York City"
"6317","MALAI MARKE","MANHATTAN",10003,"2127777729","Asian","A",-73.9876502,40.7268512,"318 E 6TH ST, New York City"
"6318","JIMBO'S HAMBURGER PALACE","BRONX",10466,"7185470003","QuickMeal","A",-73.8585868,40.891818,"4137 WHITE PLAINS ROAD, New York City"
"6319","D'ANGELO'S PIZZA","BRONX",10469,"7183256448","QuickMeal","A",-73.8603571,40.8751858,"902 EAST GUN HILL ROAD, New York City"
"6320","MAMA LUPE RESTAURANT","QUEENS",11368,"7186391495","American","A",-73.8627102,40.7473182,"4219 102ND ST, New York City"
"6321","MCDONALD'S","STATEN ISLAND",10306,"7189791524","QuickMeal","A",-74.1021589,40.5775859,"2154 HYLAN BLVD, New York City"
"6322","MARKET IPANEMA","MANHATTAN",10012,"6463296144","American","",-73.9961909,40.7208794,"66 KENMARE ST, New York City"
"6323","TRINI HOME RESTAURANT","BROOKLYN",11233,"3476274262","Mexcian","B",-73.9220067,40.6786434,"1928 FULTON STREET, New York City"
"6324","LEFRAK PIZZA","QUEENS",11368,"7185921103","QuickMeal","",-73.8634835,40.7374821,"9717 57 AVENUE, New York City"
"6325","TRIOMPHE","MANHATTAN",10036,"2124534033","American","A",-73.9819585,40.7558788,"49 WEST   44 STREET, New York City"
"6327","ASHBY'S SPECIALTY","MANHATTAN",10002,"2125130702","American","A",-74.0104896,40.7082363,"120 BROADWAY, New York City"
"6328","AMAZE","MANHATTAN",10022,"2126888808","Asian","",-73.9620114,40.758918,"401 EAST 58 STREET, New York City"
"6329","KIM'S CHINESE & SUSHI","BRONX",10465,"7182393335","Chinese","A",-73.8227494,40.8268183,"3712 EAST TREMONT AVENUE, New York City"
"6330","WING WORLD","STATEN ISLAND",10314,"7183709464","American","A",-74.1211058,40.6052625,"876 MANOR RD, New York City"
"6331","MOMENTO RESTAURANT","QUEENS",11101,"7187868297","European","",-73.9397476,40.7509949,"2513 QUEENS PLAZA NORTH, New York City"
"6332","FOXY'S DINER","QUEENS",11104,"7184827640","American","",-73.9208946,40.74377,"4311 QUEENS BOULEVARD, New York City"
"6333","Q'KACHAPA","MANHATTAN",10040,"2129282898","European","",-73.9305378,40.8533597,"1552 SAINT NICHOLAS AVE, New York City"
"6334","DOUBLE DRAGON RESTAURANT","BRONX",10456,"7184102838","Chinese","",-73.9187155,40.8314705,"182 EAST  166 STREET, New York City"
"6335","PARADISE BAR","QUEENS",11385,"7188940234","American","A",-73.906247,40.7050436,"678 WOODWARD AVENUE, New York City"
"6336","MAMA'S FRIED CHICKEN","MANHATTAN",10026,"2125314595","Chinese","",-73.9549467,40.8046486,"2158 8 AVENUE, New York City"
"6337","FALAFEL TARBOOSH","MANHATTAN",10031,"2122344434","Asian","A",-73.9478092,40.8246431,"1701 AMSTERDAM AVENUE, New York City"
"6338","VINNY'S OF CARROLL GARDEN RESTAURANT & LUNCHEONETT","BROOKLYN",11231,"7188755600","Italian","B",-73.9935336,40.6818521,"295 SMITH STREET, New York City"
"6339","WONG'S KITCHEN","BROOKLYN",11210,"7184214245","Chinese","",-73.9483328,40.633769,"1525 FLATBUSH AVENUE, New York City"
"6340","ENOTECA MARIA","STATEN ISLAND",10301,"7184472777","Italian","",-74.0773472,40.6420544,"27 HYATT STREET, New York City"
"6341","THE FAMOUS EMILIO'S PIZZA","BRONX",10461,"7186844918","Italian","",-73.843104,40.8537979,"2020 EASTCHESTER ROAD, New York City"
"6342","PLATE","QUEENS",11355,"7183213688","Chinese","",-73.8268606,40.7519485,"4318 MAIN ST, New York City"
"6343","HOT POT JAMAICAN & AMERICAN CUISINE","QUEENS",11411,"7189493166","Mexcian","A",-73.7436361,40.6968778,"11632 SPRINGFIELD BOULEVARD, New York City"
"6344","MARIO BAKERY AND CAFE","QUEENS",11368,"7185705672","QuickMeal","",-73.8567868,40.7463976,"4704 108 STREET, New York City"
"6345","PALERMO PASTRY SHOP","BROOKLYN",11234,"7189681672","QuickMeal","",-73.9214301,40.6194669,"5517 AVENUE N, New York City"
"6346","HOTEL PIERRE-BANQUET KITCHEN","MANHATTAN",10065,"2128388000","American","",-73.9720398,40.7651281,"2 EAST   61 STREET, New York City"
"6347","LONGEVOUSJOY","BROOKLYN",11204,"3473742645","Asian","",-73.9824954,40.6131276,"6610 BAY PARKWAY, New York City"
"6348","PIER 79/NY WATERWAY SEATTLE CAFE","MANHATTAN",10018,"9173855324","American","A",-73.9857054,40.7522157,"79 W 38TH ST, New York City"
"6349","COYOTE UGLY","MANHATTAN",10003,"2124774431","American","Z",-73.9849149,40.728562,"153 FIRST AVENUE, New York City"
"6350","BUFFALO WILD WINGS, PEETS COFFEE & TEA, BENTO SUSHI","QUEENS",11430,"7187514769","American","",-73.7781391,40.6413111,"NKA JFK INTERNATIONAL AIRPORT, New York City"
"6351","CAFE SALAMANCA RESTAURANT","QUEENS",11372,"7184582446","European","",-73.8879723,40.75553,"7905 NORTHERN BOULEVARD, New York City"
"6352","NEW NO.1 CHINESE RESTAURANT","BRONX",10472,"7189182880","Chinese","",-73.8648702,40.8324813,"1839 WESTCHESTER AVENUE, New York City"
"6353","RAMEN-YA","MANHATTAN",10014,"2129895440","Asian","",-74.0016724,40.7325292,"181 WEST    4 STREET, New York City"
"6354","KELLY'S PUB","QUEENS",11355,"7185786700","American","A",-73.8290925,40.7587999,"13611 41 AVENUE, New York City"
"6355","PUERTO ESCONDIDO","QUEENS",11377,"6463426161","American","",-73.899834,40.7461259,"6401 ROOSEVELT AVENUE, New York City"
"6356","TOP HOPS BEER SHOP","MANHATTAN",10002,"2122544677","American","A",-73.9898906,40.7183901,"94 ORCHARD STREET, New York City"
"6357","K & D INTERNET CAFE","QUEENS",11354,"6467076078","Dessert","",-73.8265822,40.7611869,"3819 UNION ST, New York City"
"6358","PT RESTAURANT","BROOKLYN",11211,"7183887438","Italian","",-73.9622822,40.7126287,"331 BEDFORD AVENUE, New York City"
"6359","MINI STAR RESTAURANT","QUEENS",11103,"7187289572","American","",-73.9152218,40.7638592,"3002 STEINWAY STREET, New York City"
"6360","AMORINA","BROOKLYN",11238,"7182303030","Italian","",-73.9691471,40.6775519,"624 VANDERBILT AVENUE, New York City"
"6361","SZECHUAN GOURMET","MANHATTAN",10019,"2122652226","Chinese","",-73.9829817,40.7656618,"242 WEST   56 STREET, New York City"
"6362","LIGHTHOUSE CAFE RESTAURANT","BROOKLYN",11209,"7182387102","American","B",-73.9906003,40.7286208,"7506 3 AVENUE, New York City"
"6363","SAMMY'S ORIGINAL SHRIMP BOX","BRONX",10464,"7188853200","Seafood","",-73.7833873,40.8395907,"64 CITY ISLAND AVENUE, New York City"
"6364","LOUIE AND CHAN","MANHATTAN",10002,"2128372816","Italian","A",-73.9924425,40.7185857,"303-305 BROOME ST, New York City"
"6366","MEXICO EN LA PIEL","BROOKLYN",11220,"7187650001","Mexcian","A",-73.962986,40.778016,"5904 5TH AVE, New York City"
"6367","GIOVANNI'S RESTAURANT","BRONX",10451,"7184026996","Italian","",-73.9272292,40.8194048,"579 GRAND CONCOURSE, New York City"
"6368","BLOCK PIZZA","BRONX",10471,"7187087004","Other","Z",-73.9042107,40.9064507,"5677 RIVERDALE AVE, New York City"
"6369","GRAFFITTI ME&YOU","MANHATTAN",10003,"2126772045","American","",-73.9856264,40.7290638,"224 EAST   10 STREET, New York City"
"6370","LOS TRES POTRILLOS","QUEENS",11372,"7188031401","Mexcian","A",-73.8834043,40.7479284,"8211 ROOSEVELT AVENUE, New York City"
"6371","LITTLE ITALY PIZZA","MANHATTAN",10025,"2125947817","Italian","",-73.9733395,40.79183,"214 W 92ND ST, New York City"
"6372","KOLIBA RESTAURANT","QUEENS",11105,"7186260430","Other","",-73.9123316,40.7742147,"3111 23 AVENUE, New York City"
"6373","EL VALLE COCINA RESTAURANT","BRONX",10467,"3479479344","European","A",-73.8816126,40.8826631,"3535 JEROME AVENUE, New York City"
"6374","FRESH & CO","MANHATTAN",10003,"2124737374","QuickMeal","A",-73.9933803,40.7298639,"729 BROADWAY, New York City"
"6375","MARIO'S","STATEN ISLAND",10304,"7189791075","American","A",-74.1014386,40.5896637,"1657 RICHMOND RD, New York City"
"6376","DUNKIN' DONUTS","BROOKLYN",11214,"9178863304","QuickMeal","A",-73.9945341,40.6020832,"2168 86 STREET, New York City"
"6377","MOLLY WEE PUB","MANHATTAN",10001,"2129672627","European","",-73.9949237,40.749658,"402 8 AVENUE, New York City"
"6378","PANEANTICO BAKERY","BROOKLYN",11209,"7186802347","QuickMeal","",-73.9906003,40.7286208,"9124 3 AVENUE, New York City"
"6379","EL DORADO CAFE","QUEENS",11368,"7184265992","American","A",-73.8638743,40.7495267,"10202 ROOSEVELT AVENUE, New York City"
"6380","UNITED FEDERATION OF TEACHERS","MANHATTAN",10004,"2125106412","American","A",-74.0122811,40.7064819,"52 BROADWAY, New York City"
"6381","NEW HAPPINESS","MANHATTAN",10031,"2126909100","Chinese","A",-73.9477979,40.8295932,"3640 BROADWAY, New York City"
"6382","IL MULINO","MANHATTAN",10012,"2126733783","Italian","",-73.9991474,40.7297509,"86 WEST    3 STREET, New York City"
"6383","FONDA OF CHELSEA","MANHATTAN",10011,"9175255252","Mexcian","A",-74.0023376,40.7455599,"189 9TH AVE, New York City"
"6384","BREAD & BUTTER","MANHATTAN",10017,"2125880444","American","B",-73.9714666,40.7539261,"757 3 AVENUE, New York City"
"6385","HILTON TIMES SQUARE","MANHATTAN",10036,"2126422539","American","",-73.9888728,40.7563592,"234 WEST   42 STREET, New York City"
"6386","AREPAS GRILL","QUEENS",11106,"7183559686","American","",-73.9816221,40.7802924,"2119 BROADWAY, New York City"
"6387","SHINY HOUSE RESTAURANT","QUEENS",11428,"7184644248","Chinese","A",-73.7432856,40.7167044,"21417 JAMAICA AVENUE, New York City"
"6388","LE BAOBAB-GOUYGUI RESTAURANT","MANHATTAN",10026,"2128644700","Other","A",-73.9510933,40.802343,"120 W 116TH ST, New York City"
"6389","JP'S WATERSIDE RESTAURANT","BRONX",10464,"7188853364","Seafood","",-73.7906919,40.8575743,"703 MINNIEFORD AVE, New York City"
"6390","PITA PAN","BROOKLYN",11215,"7188323876","Asian","",-73.9971282,40.7420748,"167 7 AVENUE, New York City"
"6391","CAFE NOI","MANHATTAN",10024,"2125801315","Dessert","",-73.9782862,40.7827637,"387 AMSTERDAM AVE, New York City"
"6392","SUBWAY","QUEENS",11375,"7182611688","QuickMeal","A",-73.8387574,40.7186693,"11078 QUEENS BOULEVARD, New York City"
"6393","JASSI'S FINE INDIAN CUISINE","QUEENS",11040,"7183478400","Asian","",-73.7030435,40.7521557,"27111 UNION TURNPIKE, New York City"
"6394","MCDONALD'S","BROOKLYN",11238,"7187835766","American","",-73.9669429,40.6813478,"840 ATLANTIC AVENUE, New York City"
"6395","C & L OF EAST OCEAN RESTAURANT","BROOKLYN",11220,"7184386668","Chinese","",-73.9361877,40.8305223,"5304 8 Ave, New York City"
"6396","KAFFE 1668","MANHATTAN",10013,"6465592587","Dessert","",-74.009672,40.7209155,"401 GREENWICH STREET, New York City"
"6397","TAKSIM","MANHATTAN",10022,"2124213004","Other","",-73.966261,40.757508,"1030 2 AVENUE, New York City"
"6398","PIADA","MANHATTAN",10019,"2127522727","Italian","A",-73.9743547,40.7646095,"768 5TH AVE, New York City"
"6399","DUNKIN' DONUTS","BRONX",10474,"7188614171","QuickMeal","A",-73.8921025,40.8165807,"880 GARRISON AVENUE, New York City"
"6400","CROWN DINER","BRONX",10451,"7185380309","American","A",-73.924914,40.827846,"79 EAST  161 STREET, New York City"
"6401","SHARAKU JAPANESE RESTAURANT","MANHATTAN",10003,"2125980403","Asian","B",-73.9890654,40.7297462,"14 STUYVESANT STREET, New York City"
"6402","SUBWAY","MANHATTAN",10003,"2127775500","QuickMeal","",-73.9808409,40.7341543,"317 1 AVENUE, New York City"
"6403","GRAN FAMILIA MEXICANA RESTAURANT","BROOKLYN",11223,"3475873093","Mexcian","B",-73.9800267,40.5964219,"117 AVENUE U, New York City"
"6404","BROTHERS FISH MARKET","MANHATTAN",10032,"2127811899","Seafood","",-73.943467,40.8361993,"3845 BROADWAY, New York City"
"6405","PEPE JOE'S PIZZERIA","BRONX",10451,"7185854922","Italian","",-73.5183535,41.0729454,"722 COURTLAND AVENUE, New York City"
"6406","CAVALLO PIZZERIA","MANHATTAN",10001,"2122560212","Italian","",-73.9965737,40.7475845,"334 8TH AVE, New York City"
"6407","LEILANY'S BAKERY","QUEENS",11418,"3472359423","American","",-73.834642,40.698098,"11402 JAMAICA AVE, New York City"
"6408","FORNINO","BROOKLYN",11222,"7183846004","Italian","",-73.9532416,40.8099485,"849 MANHATTAN AVE, New York City"
"6409","ZADIE'S OYSTER ROOM","MANHATTAN",10009,"6466021300","American","",-73.9826542,40.7298525,"413 EAST 12 STREET, New York City"
"6410","FOUR SEASONS BAKERY","BROOKLYN",11226,"7186937996","Other","A",-73.9561344,40.6507643,"2281 CHURCH AVENUE, New York City"
