NAME,GRADE,ADDRESS,ZIPCODE,RATING,PRICE,LAT,LON,CUISINE,TAG,TEL
VIA BRASIL,,WEST   46 STREET,0,4,$$,40.75665,-73.98072,Latin,brazilian delicious dish friendly love nice,12129971158
SKYVIEW DINER,A,WESTCHESTER AVE,10462,3.5,$$,40.8367691,-73.84716797,American,diner friendly delivery grits cheese sandwich,17187086665
ROSE BENGAL,A,101 AVENUE,11416,3,$,40.68036,-73.8605199,Asian,looked worst ambient bag beautiful bengali,17188485300
CARVE UNIQUE SANDWICHES,A,8 AVENUE,10036,3.5,$,40.76020423,-73.98735685,QuickMeal,pizza slice friendly coffee nyc carve,12127304949
ACTS III BAGELS,A,W 135TH ST,10030,4.5,$,40.8157,-73.94506,QuickMeal,bagel coffee ice cheese cream service,12122812287
FLAT TOP,A,AMSTERDAM AVENUE,10027,4,$$,40.810041,-73.958693,American,brunch friendly delicious sauce wait egg,16468207735
HARRIET'S KITCHEN,,AMSTERDAM AVENUE,10024,3,$$,40.786678,-73.976074,American,chicken fried harriets burger pie cheese,12127210045
TEXAS ROTISSERIE & GRILL,Z,BROADWAY,10025,3,$$,40.795631,-73.971427,QuickMeal,chicken fried im potatoes ribs bbq,12126659800
EMPHASIS,A,4 AVENUE,11220,3,$$,40.63486,-74.02363,American,diner service night friendly menu bad,17187481319
BOZU,A,GRAND STREET,11211,4,$$,40.7129,-73.95749,Asian,bomb sushi pork party delicious night,17183847770
RETRO BLENDS SMOOTHIE BAR,A,3RD AVE,10456,3,,40.83119948,-73.90532579,Drink&Sweets,gym fee cancel membership supposed clean,19292631515
ARCHIE'S TAP AND TABLE,A,CITY ISLAND AVE,10464,4.5,$$,40.85311127,-73.78949738,American,archies city island menu shrimp bronx,17188859229
BUDDHA BEER BAR,A,BROADWAY,10040,3.5,$$,40.85726863,-73.93221521,American,bar beer xa drinks friendly cup,16468612595
THE NEW PORTALES TAQUERIA,A,BROADWAY,11106,4,$,40.76317682,-73.92822602,Latin,tacos mexican al pastor price astoria,17182046736
KINGSIDE,Not Yet Graded,CENTRAL TERMINAL BUILDING,11371,2.5,$$,45.58817336,-122.5944339,American,chicken service night nice bar neighborhood,17037237264
THE OTHEROOM,A,PERRY STREET,10014,4,$$,40.734966,-74.008028,American,bar date dark seating spot wine,12126459758
GEO SI GI,Z,NORTHERN BOULEVARD,11354,4,$$,40.76458,-73.81202,Asian,pork people stew korean rice dish,17188880001
HAINA RESTAURANT,A,UNIVERSITY AVE,10453,5,,40.84841,-73.91791,European,bronxyou delicious dominican regret wont NA,13472695549
CROWN FRIED CHICKEN,A,HILLSIDE AVENUE,11423,3,$,40.72038269,-73.76026154,American,chicken fried spicy customer cheese late,17184647883
CHEZ OSKAR,A,DECATUR ST,11233,3.5,,42.2506218,-73.7883377,European,hudson stay milliner love apartment friendly,19179304302
MOON PALACE DELI,A,ATLANTIC AVENUE,11217,5,$,40.685501,-73.981903,American,bitemeal busy cafe family pizza quick,17182228405
ZU RANG NY,A,162ND ST,11358,4,$$,40.7608832,-73.8040811,Asian,drinks friendly pretty soju hour korean,17184452947
PARCEROS BAKERY & COFFEE SHOP,A,WOODHAVEN BLVD,11374,4.5,$,40.72303429,-73.86834841,QuickMeal,bakery love colombian pastries ive guava,17184248444
KEUKA KAFE,A,QUEENS BOULEVARD,11375,4,$$,40.71784851,-73.8368029,American,wine bar friendly love salad watermelon,17188801478
PHIL'S CRUMMY CORNER,A,COLUMBIA STREET,11231,4.5,$$,40.681087,-74.004261,Latin,puerto authentic rican bartender phil drinks,17182461252
TOASTIES,Z,EAST   48 STREET,10017,3.5,$,40.75692,-73.97753,American,sandwich lunch delicious salad line chicken,12122301320
CAFE AMORE'S RESTAURANT,A,CHAMBERS STREET,0,2.5,$,40.71606,-74.009613,Pizza,pizza slice doughy gelato lot nice,12126190802
MCDONALD'S,A,WEST   34 STREET,10001,2,$,40.7504646,-73.9888626,QuickMeal,mcdonalds meal fried eat happy people,12125941964
BRIGHT STAR CHINESE FOOD,A,EAST GUN HILL ROAD,10467,1.5,,40.8770103,-73.8648224,Chinese,sauce terrible dumplings extremely heat hot,17186556688
SOHO 54,A,WATTS STREET,10013,5,$$,40.72374627,-74.00539756,American,bartender drinks stay bar nice cocktails,12122266288
APPLEBEE'S,A,EASTCHESTER RD,10461,2.5,$$,40.849592,-73.842603,American,applebees table wait service customer staff,17187925000
BLUE PARROT BAR,A,FULTON ST,11208,2,,40.6826907,-73.876195,American,bunch crowded disrespectful staff telling therethey,17184849010
BAGEL CAFE,A,CLINTON ST,11201,2.5,$$,40.690639,-73.994461,QuickMeal,bagel cheese cream sandwich service xai,17188586358
OVEST PIZZOTECA,A,WEST   27 STREET,10001,4,$$,40.75074768,-74.00302124,Pizza,pizza delicious bar dinner enjoyed pasta,12129674392
KETCH BREWHOUSE,B,PLATT ST,10038,3.5,$$,40.70739003,-74.00639568,American,drinks bar service beer table menu,12122739296
ROSALIA PIZZA,A,QUEENS BLVD,11375,3.5,$,40.7247433,-73.8496397,Pizza,pizza slice rosalias cheese delivery garlic,17184590300
TACOS TIJUANA,A,5TH AVE,11220,3,$,40.64036,-74.01505,Latin,tacos burrito salsa eat mexican rice,17184924369
MAXWELL'S,A,READE STREET,10007,4,$$,40.7147585,-74.0064063,European,burger bar maxwells drinks fried lunch,19172616917
SHORTY'S,A,1ST AVE,10128,3.5,$$,40.77784,-73.94831,American,fried cheese cheesesteak steak philly sandwich,12123482300
BAKERY RZESZOWSKA,A,MANHATTAN AVENUE,11222,4,$,40.731758,-73.954193,QuickMeal,bakery polish paczki danish sweet seeds,17183838142
BIG BOYS PIZZERIA,A,MIDLAND AVE,10306,4,$,40.57228,-74.09331,Pizza,pizza pie cheese chicken slice buffalo,17183519333
CENTURY SUPER BUFFET,,HILLSIDE AVENUE,0,3,$$,40.7303973,-73.7431664,Chinese,buffet selection price lobster chinese love,17184682100
MCDONALDS,A,8TH AVE,10001,2,$,40.747569,-73.997088,QuickMeal,customer service mcdonalds breakfast manager sandwich,12126331107
RAINBOW FALAFEL,A,EAST   17 STREET,10003,3.5,$,40.73722489,-73.99073325,Other,falafel pita rainbow sandwich chicken square,12126918641
LEGENDARY BAR & GRILL,A,E TREMONT AVE,10465,4,$$,40.83094,-73.82621,American,bar owner friendly drinks menu neighborhood,17188220100
SUBWAY,A,UTICA AVENUE,11203,4,,40.63964,-73.92889,American,workers add assist busy chipotle clean,17184838570
PORTOFINO,A,ASCAN AVENUE,11375,3,$$,40.71898667,-73.83980468,European,xa nice service table love ive,17182611239
NEW LI HING RESTAURANT,,AVENUE U,11223,2,,40.59692,-73.9727599,Chinese,chinese fast called crap delivery dough,17183739708
LOWLANDS BAR,A,3 AVENUE,11215,4,$,40.66847229,-73.99317169,American,bar friendly beer bartender drinks backyard,13474639458
WHISKEY TAVERN,A,BAXTER STREET,10013,4.5,$$,40.71646,-73.99969,American,bar friendly drinks fun whiskey night,12123749119
UNO PIZZERIA AND GRILL,A,4 AVENUE,11209,3,$$,40.61791,-74.02985,Pizza,uno pizza dish friendly deep table,17187488667
K-SHOW,Not Yet Graded,38TH AVE,11354,2,,40.7608499,-73.8295023,Chinese,service friendly ktv tip manager staff,17183211666
JK & SONS COFFEE SHOP,A,BROADWAY,11206,3.5,$$,40.69984,-73.94007,American,breakfast service coffee im nice diner,17187822366
VESELKA RESTAURANT,A,SECOND AVENUE,10003,4,$$,40.72895,-73.98697,European,pierogi fried egg potatoes boiled latkes,12122289682
SUPERSTAR FAMILY FUN CENTER INC,A,61 STREET,11220,4.5,,40.635546,-74.011565,American,party birthday kids play staff clean,17184922928
MJ PIZZA,A,1ST AVE,10029,2.5,$$,40.78666,-73.9419999,Pizza,pizza cheese garlic fried friendly slice,12129962866
PITA GRILL,A,2 AVENUE,10022,3,,40.755275,-73.968574,Other,chicken grilled pretty world accurate babaganoush,12127501122
CHINANTLA RESTAURANT,,MYRTLE AVENUE,11205,4,$,40.69464,-73.95747,Latin,mexican tacos meat torta ive delivery,17182221719
DELI EL BIGOTES,A,EAST   31 STREET,11226,5,,40.650634,-73.9483944,Latin,clean coast dining easily east fast,17182822001
La Patrona,A,E 149TH ST,10455,4,,40.812449,-73.906041,Latin,tacos service alcohol extremely flavor lechon,17184016000
ROLL-N-ROASTER,A,EMMONS AVENUE,11235,4,$$,40.58404816,-73.9396258,American,beef sandwich roasted cheese fried pizza,17187696000
POPEYES LOUISIANA KITCHEN,A,82ND ST,11373,2.5,$,40.74724,-73.88405,QuickMeal,chicken customer popeyes service cashier fried,17187797728
EL ALMACEN,A,DRIGGS AVENUE,11211,4,$$,40.71679,-73.9564,Latin,steak fried reservation wait truffle delicious,17182187284
LE VIET CAFE,A,2ND AVE,10128,4,$$,40.78116,-73.94913,Asian,roll chicken vietnamese fried pho thai,19173883897
LORDS BAKERY,A,NOSTRAND AVENUE,11210,4,$$,40.63333,-73.94754,QuickMeal,cake red velvet lord bakery chocolate,17184349551
ACAPULCO DELI & RESTAURANT,A,MANHATTAN AVENUE,11222,4,$,40.7367,-73.95517,Latin,mexican steak tacos burrito spot beans,17183498429
BO BO KITCHEN CHINESE RESTAURANT,A,CORTELYOU ROAD,11226,3,$,40.6419,-73.96347,Chinese,chinese chicken service delivery customer bad,17184625363
CAKE MIO BAKERY,A,104 STREET,11368,3.5,$$,40.746608,-73.860321,QuickMeal,cake leche tres bakery ive costumer,17187790271
CHICKY'S ON 86,A,E 86TH ST,10028,3,$,40.77715,-73.9496,QuickMeal,chicken taste fried potatoes sweet dry,12129968277
FU XING RESTAURANT273,,W 38TH ST,10018,4,$,40.75458939,-73.99125183,Chinese,bun roasted pork lunch rice noodles,12125756978
KING'S CHEF,A,WHITESTONE EXPRESSWAY,11354,3.5,$,40.76894082,-73.83576698,Chinese,chicken fried chinese wings rice clean,17189613388
WHITE BEAR,A,ROOSEVELT AVENUE,11354,4,$,40.758783,-73.83163,Chinese,wonton oil chili dumplings white spicy,17189612322
CREOLE FUSION,A,SPRINGFIELD BLVD,11429,4,$,40.70564,-73.74005,Latin,haitian rice fried nice plantains price,17184642900
THE RIVER CAFE,A,WATER STREET,11201,4,$$$$,40.70318,-73.9946499,American,dessert view river service window beautiful,17185225200
OGLIASTRO,A,WASHINGTON AVE,11238,4,$$,40.674397,-73.963448,European,pizza crust nice hour light perfect,17187893700
ICE HOUSE CAFE,A,REYNOLDS AVENUE,10465,3.5,$$,40.81697,-73.806718,American,meal told customer staff owner waitress,17188635580
VELVET LOUNGE,A,BROADWAY,11211,4,$$,40.71008479,-73.96257877,American,drinks velvet brooklyn bar night friendly,17183024427
TOKYO BAY JAPANESE RESTAURANT,A,DUANE STREET,10013,3,$$,40.7175644,-74.0102073,Asian,sushi chef menu price review roll,12124318666
HOTEL GIRAFFE,A,PARK AVENUE SOUTH,10016,4.5,$$$,40.74215,-73.98472,American,hotel stay breakfast wine nyc giraffe,12126857700
LOVE GARDEN,A,E 180TH ST,10460,1,,40.84622,-73.88525,Chinese,eat foreign fried grout object oil,17182200601
THE GEM SALOON,A,3RD AVE,10016,4,$$,40.74138,-73.98107,American,bar drinks friendly lunch ive night,16466127757
DELI & COFFEE CORP. BREAKFAST & LUNCH,A,165 STREET,11432,5,$,40.70665828,-73.79554791,Other,buffet healthy hot juice salad cold,17182914681
NICKY'S PIZZA,A,BATH AVENUE,11214,4,$,40.60417,-74.00687,Pizza,pizza chicken ive delivery vodka garlic,17182363339
TILILA BAR & GRILL,B,BAILEY AVE,10463,3.5,$$,40.88342785,-73.89848063,European,drinks waiter love service hour bar,19292224968
VIP KINGS BAKERY,B,8TH AVE,11220,3,$,40.63525363,-74.01005863,QuickMeal,cashier acknowledge bakery continue customer doesnt,17185678828
CHAMPION PIZZA COLUMBUS,,8TH AVE,10019,3.5,$,40.766983,-73.98292,Pizza,pizza slice top cheese crust columbus,12123153335
VIVI BUBBLE TEA,A,BAY PKWY,11204,4,$,40.61214258,-73.9831835,Coffee,tea drinks bubble milk vivi chicken,19179339978
88 WEIJIA,A,UNION ST,11354,4,$$,40.7630386,-73.8282394,Chinese,dish liang pi taste ive lamb,17183583935
SUSHI SPOT II,A,KINGSTON AVENUE,11225,3.5,$$,40.6645584,-73.9426699,Other,sushi roll spot delivery price rice,17187564040
MOKJA,B,BROADWAY,11106,3.5,$$,40.76025695,-73.92144693,Asian,korean astoria mokja dish kimchi fried,17187210654
NEW LUCKY STAR RESTAURANT,,ASTORIA BLVD,11369,3,$,40.76309,-73.87443,Chinese,rice chinese attitude cold delivery fried,17184585252
ASTORIA HELLGATE,A,DITMARS BLVD,11105,4,$,40.781028,-73.917167,American,bar bartender bbq drinks love local,17182040023
L'AMOUR,A,QUEENS BOULEVARD,11375,5,,40.72603203,-73.85114707,Other,event amazing atmosphere beautiful birthday book,17184598800
EL REY MEXICAN RESTAURANT,A,ASTORIA BOULEVARD,11102,3.5,$$,40.77137,-73.92198,Latin,tacos burrito chicken beef mexican rice,17185452292
876 MARKET DELI,A,6TH AVE,10001,3.5,$,40.747877,-73.988858,Other,lunch price quick sandwich bacon pick,12122132431
BAROSA BRICK OVEN,A,WOODHAVEN BOULEVARD,11374,4,$$,40.726197,-73.869795,European,delicious drinks friendly barosa enjoyed salad,17184241455
PA PA THAI CUISINE,A,1ST AVE,10022,4.5,$,40.75937782,-73.96241548,Asian,thai pad lunch chicken friendly service,12127529277
BEANS AND LEAVES,A,FOREST AVENUE,10301,4.5,$,40.6307373,-74.10339355,Coffee,waffle coffee cream love delicious leave,17184480276
RUDDY AND DEAN,A,RICHMOND TERRACE,10301,4,$$$,40.643947,-74.076889,American,steak ruddy xa delicious perfect service,17188164400
NEW DRAGON SEA CHINESE RESTAURANT,Z,CROTONA AVE,10458,4.5,,40.852098,-73.8843668,Chinese,rice apartment chinese dragon fried friendly,17189338228
MARY'S COFFEE SHOP & RESTAURANT,,DEKALB AVE,11221,4.5,$,40.69282,-73.94042,European,breakfast service spot coffee friendly price,19178939559
THE OX TAVERN,B,NEWKIRK AVE,11230,4,$$,40.6348877,-73.9649506,American,de xathe meal friendly terre xai,17182840005
TANG,,NORTHERN BLVD,11358,4,$$,40.75744,-73.78383,Asian,korean dish taste tang set sushi,17182797080
ROMEO'S PIZZERIA,,JEFFERSON BLVD,10312,3.5,$$,40.541481,-74.1784363,Pizza,pizza delivery pizzeria sauce taste love,17183563300
JUICERITE,A,CASTLE HILL AVE,10462,3.5,$,40.83405,-73.85139,Drink&Sweets,smoothie bowl juice acai egg options,13472819667
PRIMA PIZZA,A,BRADDOCK AVE,11428,3,$,40.7282673,-73.7358585,Pizza,pizza garlic prima delivery knots service,17187406546
PESCATORE,A,2ND AVE,10022,3.5,$$,40.75538,-73.96852,European,dish pasta menu special nice service,12127527151
MIDO,B,AMSTERDAM AVE,10024,3,$$,40.79375839,-73.97632599,Asian,pho roll service spicy friendly salt,12127210566
QUENTIN PIZZA,A,QUENTIN ROAD,11234,4.5,$,40.61318,-73.939567,Pizza,pizza slice neighborhood quentin knots staff,17183765384
BARNES & NOBLE CAFE,A,EAST   86 STREET,10028,4,$$,40.77923,-73.95539,Coffee,book store people love cafe barnes,12123692180
FORTUNE BAKERY,A,8TH AVE,11220,4,$,40.63763,-74.00769,Chinese,bakery bun chinese tart dim egg,17185677880
PROFIT CHINESE RESTAURANT II,A,2ND AVE,10016,3,$,40.74565,-73.9755799,Chinese,chinese chicken spot fried delivery meal,12126898388
EL VALLE,A,FEATHERBED LANE,10452,2.5,,40.8464317,-73.9177475,European,wait beans delivery american awesome chicken,13474981171
ELITE POOL & FITNESS MANAGEMENT,A,ELDER AVE,11355,5,,40.7744405,-73.8399267,American,pool elite company run club experience,17187463720
BATTERSBY,A,SMITH STREET,11231,4,$$$,40.68341,-73.992734,American,menu taste dish battersby love service,17188528321
NICOTRA BALLROOM + EMPLOYEE CAFETERIA + TEA-ROOM,A,SOUTH AVENUE,10314,3.5,,40.61479,-74.17656,American,party wedding plate table guests hour,17184772400
EL FAMILAR RESTAURANT,A,SUTPHIN BOULEVARD,11435,3,,40.705063,-73.8091646,Latin,cafe con fine idea lady leche,17187393124
AU BON PAIN,A,BROAD STREET,10004,3,$,40.70534,-74.01163,QuickMeal,soup sandwich coffee coupon pretty wrap,12126688873
BROTHERS PIZZA RESTAURANT,A,4 AVENUE,11232,3,$,40.66341,-73.99468,Pizza,pizza chicken sauce told cheese roll,17187681700
CRESCENT & VINE,A,DITMARS BOULEVARD,11105,4.5,$$,40.77871665,-73.9142561,American,beer bar wine drinks bartender friendly,17182044774
DUNKIN' DONUTS,A,MAIN ST,11367,2.5,$,40.71825878,-73.81667856,QuickMeal,coffee dunkin service xathe donuts staff,17189693439
PIQUE 86 RESTAURANT,A,E 198TH ST,10458,4,$,40.86967371,-73.89027245,European,chicken nachos salsa tacos delivery burrito,17186845166
HONG GARDEN CHINESE RESTAURANT,A,7 AVENUE,10039,3.5,$,40.82192993,-73.93835449,Chinese,chicken chinese delivery spot fried soup,12122839988
APHRODITES SWEETS,A,FRANCIS LEWIS BOULEVARD,11357,4,$$,40.7801284,-73.8021473,QuickMeal,sweet empanadas greek cookies amazing bakery,17182241774
MR. CHOW TRIBECCA,,HUDSON STREET,10013,3,$$$$,40.7201045,-74.0087721,Chinese,chinese service xathe table chow dish,12129659500
BEYOND SUSHI,A,E 14TH ST,0,4.5,$$,40.7329,-73.98588,Other,sushi roll flavor wrap mushroom noodles,16468612889
BURGER KING,A,MYRTLE AVENUE,11385,1,,40.70028,-73.90296,QuickMeal,coffe hot ice milk splenda told,17183864984
STARLITE LOUNGE,A,MCDONALD AVENUE,11230,4,$,40.62376,-73.97563,American,bar drinks night cheap pool bartender,17182522435
AUSTIN HOUSE,A,AUSTIN STREET,11375,3,$$,40.719062,-73.842567,American,diner coffee toast breakfast people service,17185442276
JIMMY'S DELI & GRILL,A,FORT HAMILTON PKWY,11219,4,$$,40.63812064,-73.99839163,Other,juice chicken potatoes protein smoothie bison,17184376407
BELLA GIOIA,A,4TH AVE,11217,4.5,$$,40.6775302,-73.9827215,European,delicious pasta wine bella cheese dinner,13472234176
NEW LAN KING RESTAURANT,A,E 16TH ST,11229,3.5,$$,40.60845947,-73.95747375,Chinese,chinese king lan xai noodles chicken,17183751030
MR BROADWAY KOSHER RESTAURANT,A,BROADWAY,10018,2.5,$$,40.75236,-73.98724,Other,kosher service chicken sandwich burger deli,12129212152
DOMINO'S,A,WEST   72 STREET,10023,2,$,40.777999,-73.9805833,Pizza,pizza delivery tip dominos friendly hour,12125010200
PRINCESS MANOR,A,NASSAU AVENUE,11222,4,,40.7238005,-73.9501857,European,event manor princess service venue guests,17183896965
D  EDGE FOOD BASKETT,A,SUTPHIN BLVD,11435,4,$,40.69854,-73.8069,Latin,juice chicken charge container fish fresh,19293542980
CALIFORNIA PIZZA KITCHEN,,PARK AVENUE SOUTH,10016,3.5,$$,40.744542,-73.983458,Pizza,pizza california delicious service amazing eat,12126856700
ROCCO'S BRICK OVEN PIZZERIA,,21 AVENUE,0,3,$$,40.7705952,-73.8906828,Pizza,pizza sauce chicken phone calamari delivery,17187213535
PASTA LOVERS TRATTORIA,A,WEST   49 STREET,10019,3.5,$$,40.76003,-73.98291,European,pasta pizza perfect taste dish xathe,12128191155
WAI KANG CHINESE RESTAURANT,A,BEDFORD PARK BLVD E,10468,3.5,$,40.87264633,-73.88824463,Chinese,nice chinese fried kang thai wai,17189332797
JUNIOR'S SEAFOOD,Z,WEST  180 STREET,10033,3.5,$$,40.8494568,-73.9366989,Other,seafood shrimp dish people rice price,12125680027
NEW DYKER RESTAURANT,A,18 AVENUE,11214,4,$,40.60753,-74.00197,American,diner friendly cheese fried staff service,17182341435
Beniam Cuisine,A,FREDERICK DOUGLASS BLVD,10039,5,$$,40.825227,-73.94057,Other,ethiopian friendly injera love meal benyam,12125107353
MINI STAR RESTAURANT,A,STEINWAY STREET,11103,3.5,$,40.763842,-73.915413,American,diner friendly egg fried service breakfast,17187289572
LA RUANA PAISA,,37TH AVE,11372,2.5,$$,40.7508657,-73.8748417,Latin,service rice waitress chicken colombian sauce,17185078191
AU BON PAIN,A,6 AVENUE,10020,3,$,40.76032982,-73.98190619,American,sandwich soup coffee coupon salad abp,12129215908
L'ARTE DEL GELATO,A,HIGHLINE PARK--BET 15-16 ST BY W/S HWY,0,4,$,40.74293264,-74.00701452,Drink&Sweets,chicken service night nice favorite table,12123660570
COSITAS RICAS,A,ROOSEVELT AVENUE,11372,3,$$,40.74757412,-73.88572178,Latin,colombian steak price service eat attentive,17184781500
LILLI AND LOO,A,LEXINGTON AVENUE,10065,3.5,$$,40.763858,-73.967269,Asian,free gluten chicken dumplings delicious lunch,12124217800
NEW WOK,A,BROOK AVENUE,10455,3,,40.8134011,-73.9160164,Chinese,attitude bitch hands lady wash NA,17182925132
THE WICKED MONK,A,3 AVENUE,11209,4,$$,40.616988,-74.034023,American,drinks cheese monk wicked friendly menu,13474975152
TRU,A,DITMARS BLVD,11105,4,$$,40.774546,-73.908168,European,brunch service menu nice drinks seating,16468786000
RICHMONDTOWN BAGEL DEPOT,,RICHMOND ROAD,10306,2.5,$,40.57311,-74.13619,QuickMeal,bagel sandwich called coffee delivered pick,17189877682
QUETZAL RESTAURANT & BAKERY,,17 AVENUE,11204,2.5,$,40.6207928,-73.9923672,Latin,rice chicken called beans dry hour,17186214000
PROJECT BRUNCH,,FOREST AVE,10310,3.5,$$,40.6298312,-74.1096512,American,wait brunch waffle egg service friendly,17187201870
NEW CAPITAL RESTAURANT,A,WEST KINGSBRIDGE ROAD,10468,2.5,$$,40.86735,-73.89787,American,service breakfast egg fried diner gravy,17185849234
CONTRA,A,ORCHARD ST,10002,4,$$$$,40.719878,-73.989063,American,dish menu taste dessert flavor love,12124664633
MATTO EXPRESS,A,E 40TH ST,10016,4.5,$,40.73025,-73.99397,Coffee,coffee ive latte cake love pastries,12122444281
CAFE LUNA,A,HYLAN BOULEVARD,10305,4,$$,40.59649277,-74.0849762,European,service chicken delicious friendly pizza ive,17183513235
CHINATOWN RESTAURANT,A,VOORHIES AVENUE,11235,3.5,$$,40.58654,-73.94555,Chinese,chinese chicken broccoli ribs taste delivery,17188917762
ALPHANSO'S PIZZERIA,A,GRAND ST,10002,4,$,40.7143,-73.98172,Pizza,pizza slice nice price friendly alphonsos,12124773367
LEXINGTON BAR AND BOOKS,A,LEXINGTON AVENUE,10021,3.5,$$$,40.771076,-73.962051,American,cigar bar friendly drinks smoked mike,12127173902
LINE BAGELS,A,SMITH ST,11231,2,,40.6177823,-74.1018965,American,car driver called service dispatch told,17184420001
ROMA PIZZA,A,7 AVENUE,11217,4,$,40.674609,-73.975037,Pizza,pizza slice called garlic im pasta,17187837334
DUNKIN' DONUTS,A,GRAHAM AVENUE,11211,4,$,40.71478,-73.94427,QuickMeal,dunkin donuts staff coffee friendly ice,17183847640
JIMBO'S BURGER PALACE,A,LENOX AVENUE,10037,3.5,$,40.815448,-73.94033,American,burger fried breakfast jimbos quick service,12124918680
BAR SEPIA,A,UNDERHILL AVENUE,11238,4,$$,40.67365,-73.96748,American,bar night friendly love people bartender,17183996680
FRESCO DELI,A,QUEENS BOULEVARD,11101,3.5,$,40.7443307,-73.9315065,Other,breakfast sandwich bacon called cheese delivery,17184827400
"DUNKIN' DONUTS, BASKIN ROBBINS",A,WEST   40 STREET,10018,2.5,$,40.75516887,-73.99493761,American,chicken service nice favorite table wait,12123959280
TOTONNO'S PIZZERIA,A,NEPTUNE AVENUE,11224,4,$$,40.578805,-73.983811,Pizza,pizza pie wait ive table service,17183728606
POPEYES LOUISIANA KITCHEN,A,EASTERN PARKWAY,11213,2.5,$,40.66833,-73.931,QuickMeal,service chicken coupon honor bad customer,17187566750
LONDEL'S SUPPER CLUB,A,FREDERICK DOUGLASS BOULEVARD,0,3,$$,40.81934,-73.94405,American,londels drinks xai party book chicken,12122346114
3 BROS 99 CENT PIZZA,A,30TH AVE,11102,3,$,40.76871,-73.92474,Pizza,pizza slice dollars sauce wings cheap,17187777133
SUN AZTECA,A,WYCKOFF AVE,11237,4.5,,40.704489,-73.918875,Latin,tacos eat de delicious huaraches love,17184170748
DUNKIN' DONUTS,A,PENNSYLVANIA PLAZA,10121,4,$,40.75095,-73.99258,Coffee,hudson decent donuts penne service terminal,12126437083
HANCO'S,A,7 AVENUE,11215,4,$,40.666319,-73.982388,Asian,sandwich spicy tea banh bubble pho,17184998081
CAFE CHILI,A,COURT STREET,11201,3.5,$$,40.68801,-73.99334,Asian,thai lunch nice friendly service special,17182600066
VILLA MOSCONI RESTAURANT,A,MACDOUGAL STREET,10012,4,$$,40.72859,-74.002,European,italian service waiter delicious love pasta,12126730390
NINE CAKES,A,COLUMBIA ST,11231,5,$$,40.686595,-74.001741,QuickMeal,cake betsy wedding taste beautiful delicious,13479079632
ZARA CAFE GRILL,A,HYLAN BLVD,10306,4,$$$,40.58147,-74.0984299,Other,salad xa delicious chicken lamb mixed,17189796122
BOSTON MARKET,A,QUEENS BOULEVARD,11377,3.5,$,40.74318,-73.91459,American,chicken boston market friendly service nice,17187793700
DUNKIN' DONUTS,A,RICHMOND AVENUE,10314,2.5,$$,40.57623348,-74.16408542,QuickMeal,service customer people busy coffee ive,17184940749
PADO SUSHI,A,46TH AVE,11358,3.5,$$,40.7536584,-73.7942676,Asian,dish sushi korean sashimi fish service,17183213047
BOON THAI,B,MANHATTAN AVE,11222,3.5,$$,40.724933,-73.951759,Asian,thai lunch called chicken pad special,17183498215
RACQUET & TENNIS CLUB,A,PARK AVENUE,10022,3.5,,40.75884,-73.97307,American,club york facility im nice party,12127539700
FIGAROLA PIZZERIA,A,1 AVENUE,10065,3.5,$,40.76569739,-73.9573263,Pizza,pizza xa slice called im price,12122881616
EMPANADAS MONUMENTAL,,UNIVERSITY AVE,10453,2.5,$,40.8544462,-73.9119507,Latin,empanadas cheese yaroa eat meat taste,13477264990
LAROSA,A,VICTORY BLVD,10301,3.5,$$,40.61648,-74.10308,QuickMeal,chicken fried potatoes eat fresh market,19294156000
THE JOCKEY'S ROOM,A,ROCKAWAY BOULEVARD,11420,5,,40.672834,-73.832588,American,accept choice counter fan fast im,17182153308
POP'S COFFEE DINER,A,KISSENA BOULEVARD,11355,4,$,40.75317398,-73.82166624,American,breakfast diner home pop egg fried,17184637719
FORT DEFIANCE,A,VAN BRUNT STREET,11231,4,$$,40.67661285,-74.01350403,American,toast bar brunch french drinks red,13474536672
SNAFU 28,A,EAST   28 STREET,10016,3.5,$$,40.743624,-73.984669,American,bar beer drinks happy hour popcorn,12124813100
BRASSERIE RUHLMANN,B,ROCKEFELLER PLAZA,10111,3,$$$,40.75912007,-73.97818145,European,xai dish lunch menu colleagues rockefeller,12129742020
EAST BUFFET & RESTAURANT,A,MAIN STREET,11355,2.5,$$,40.7550707,-73.8280097,Chinese,dim sum xa dish beef buffet,17183536333
SETTE MEZZO,A,LEXINGTON AVENUE,10021,4,$$$,40.76934554,-73.96279335,European,cash pasta sette italian mezzo nice,12124720400
KESTE WALL STREET,A,FULTON ST,10038,4,$$,40.7089545,-74.0050526,Pizza,pizza dough delicious fried love mozzarella,12126939030
ZHONG HUA RESTAURANT,A,W 100TH ST,10025,2.5,$,40.79482,-73.96391,Chinese,chinese cheap chicken pancakes scallion delivery,12129323377
LUCKY 13 SALOON,B,SACKETT ST,11217,4.5,$,40.67819977,-73.98360443,American,bar metal music drinks dancers play,17185960666
FUEL JUICE BAR,B,FULTON ST,11216,3.5,$$,40.681091,-73.954238,Drink&Sweets,bowl juice bar customer fuel vegan,13477871834
BLUE MARBLE ICE CREAM,,UNDERHILL AVENUE,11238,4,$$,40.674999,-73.967049,Drink&Sweets,cream ice flavor blue marble shop,17183996926
